Title,Author,Rating,Image Source
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310649047i/10429045._SY75_.jpg
Like Water for Chocolate,Laura Esquivel,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459i/6952._SY75_.jpg
Doctor Zhivago,Boris Pasternak,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385508725i/130440._SY75_.jpg
"The Amber Spyglass  (His Dark Materials, #3)",Philip Pullman,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189152i/18122._SY75_.jpg
Inferno,Dante Alighieri,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520255019i/15645._SY75_.jpg
Breakfast at Tiffany's,Truman Capote,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477015353i/251688._SY75_.jpg
Breakfast of Champions,Kurt Vonnegut Jr.,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446i/4980._SY75_.jpg
The Martian,Andy Weir,4.4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY75_.jpg
The Hunchback of Notre-Dame,Victor Hugo,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342667i/30597._SY75_.jpg
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344i/5364._SY75_.jpg
East of Eden,John Steinbeck,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544744853i/4406._SY75_.jpg
Room,Emma Donoghue,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472239721i/31685789._SX50_.jpg
The BFG,Roald Dahl,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319._SY75_.jpg
The Origin of Species,Charles Darwin,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298417570i/22463._SY75_.jpg
"Evermore (The Immortals, #1)",Alyson Noel,3.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774._SY75_.jpg
A Fine Balance,Rohinton Mistry,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551173390i/5211._SY75_.jpg
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534298934i/862041._SX50_.jpg
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773i/8490112._SY75_.jpg
"The Subtle Knife  (His Dark Materials, #2)",Philip Pullman,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535965085i/41637836._SY75_.jpg
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794i/8755785._SY75_.jpg
Infinite Jest,David Foster Wallace,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446876799i/6759._SY75_.jpg
"Faust, First Part",Johann Wolfgang von Goethe,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435405022i/14706._SY75_.jpg
Death of a Salesman,Arthur  Miller,3.52,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554514105i/12898._SY75_.jpg
A Streetcar Named Desire,Tennessee Williams,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389153133i/12220._SX50_.jpg
Snow Flower and the Secret Fan,Lisa See,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532005164i/40873273._SY75_.jpg
The Plague,Albert Camus,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434i/11989._SY75_.jpg
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358271931i/6936382._SY75_.jpg
"The Angel Experiment (Maximum Ride, #1)",James Patterson,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152._SY75_.jpg
The Prince,Niccolò Machiavelli,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828i/28862._SY75_.jpg
Midnight in the Garden of Good and Evil,John Berendt,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427166915i/386187._SY75_.jpg
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429538615i/13497._SY75_.jpg
11/22/63,Stephen King,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930._SY75_.jpg
The Scarlet Pimpernel,Emmuska Orczy,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406764899i/136116._SX50_.jpg
"Matched (Matched, #1)",Ally Condie,3.67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg
The Chosen (Reuven Malther #1),Chaim Potok,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403191327i/187181._SY75_.jpg
The Shipping News,Annie Proulx,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192241i/7354._SY75_.jpg
The Remains of the Day,Kazuo Ishiguro,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327128714i/28921._SY75_.jpg
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546430481i/9460487._SY75_.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496._SY75_.jpg
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880853l/43448._SX50_SY75_.jpg
The Tales of Beedle the Bard,J.K. Rowling,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373467575i/3950967._SY75_.jpg
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861115i/8664353._SY75_.jpg
Houdini Heart,Ki Longfellow,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510418043i/11324204._SY75_.jpg
"Hopeless (Hopeless, #1)",Colleen Hoover,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353489892i/15717943._SY75_.jpg
High Fidelity,Nick Hornby,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928082i/285092._SY75_.jpg
Jonathan Strange & Mr Norrell,Susanna Clarke,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357027589i/14201._SY75_.jpg
Hamlet,William Shakespeare,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420._SY75_.jpg
The Virgin Suicides,Jeffrey Eugenides,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956._SY75_.jpg
The Reader,Bernhard Schlink,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936339i/101299._SY75_.jpg
"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453995760i/394535._SY75_.jpg
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945104i/249747._SY75_.jpg
Nineteen Minutes,Jodi Picoult,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348577596i/14866._SY75_.jpg
Pippi Longstocking,Astrid Lindgren,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519300455i/19302._SX50_.jpg
Shantaram,Gregory David Roberts,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600._SY75_.jpg
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024i/397483._SY75_.jpg
"Neuromancer (Sprawl, #1)",William Gibson,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554437249i/6088007._SY75_.jpg
"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070883i/6411961._SY75_.jpg
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459349344i/23437156._SY75_.jpg
The Age of Innocence,Edith Wharton,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388248423i/53835._SY75_.jpg
Redeeming Love,Francine Rivers,4.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550053167i/11422._SX50_.jpg
"Betrayed (House of Night, #2)",P.C. Cast,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406941788i/676924._SX50_.jpg
Waiting for Godot,Samuel Beckett,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301i/17716._SY75_.jpg
All the Light We Cannot See,Anthony Doerr,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977._SY75_.jpg
Dubliners,James Joyce,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334138184i/11012._SX50_.jpg
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343185059i/140225._SX50_.jpg
"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.55,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201430i/12127810._SY75_.jpg
Northanger Abbey,Jane Austen,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201718i/50398._SY75_.jpg
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388773547i/42900._SY75_.jpg
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313524i/137791._SY75_.jpg
The Waste Land,T.S. Eliot,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910597i/34080._SY75_.jpg
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581625286i/10664113._SY75_.jpg
"The Host (The Host, #1)",Stephenie Meyer,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg
"Untamed (House of Night, #4)",P.C. Cast,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438037020i/2866718._SY75_.jpg
Everything Is Illuminated,Jonathan Safran Foer,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479774440i/256566._SY75_.jpg
The Pearl,John Steinbeck,3.47,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437234939i/5308._SY75_.jpg
To the Lighthouse,Virginia Woolf,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346239665i/59716._SY75_.jpg
"The Twilight Collection (Twilight, #1-3)",Stephenie Meyer,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187657i/690926._SX50_.jpg
The Jungle,Upton Sinclair,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332140681i/41681._SY75_.jpg
Me Talk Pretty One Day,David Sedaris,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431013639i/4137._SY75_.jpg
Snow Falling on Cedars,David Guterson,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863528i/77142._SY75_.jpg
Carrie,Stephen King,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258i/10592._SY75_.jpg
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927i/13214._SY75_.jpg
"I, Robot (Robot, #0.1)",Isaac Asimov,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388321463i/41804._SX50_.jpg
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391580481i/17167166._SY75_.jpg
"I, Claudius (Claudius, #1)",Robert Graves,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185810i/18765._SY75_.jpg
The Grapes of Wrath,John Steinbeck,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575i/18114322._SY75_.jpg
"The One (The Selection, #3)",Kiera Cass,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395612906i/18635016._SY75_.jpg
A Room with a View,E.M. Forster,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388781285i/3087._SY75_.jpg
"Chosen (House of Night, #3)",P.C. Cast,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825i/1326258._SX50_.jpg
War and Peace,Leo Tolstoy,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413215930i/656._SY75_.jpg
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830i/84369._SY75_.jpg
Una Historia de Ayer,Sergio Cobo,4.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425082901i/25036229._SX50_.jpg
The Republic,Plato,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655i/30289._SY75_.jpg
"Voyager (Outlander, #3)",Diana Gabaldon,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278195i/10987._SY75_.jpg
The Exorcist,William Peter Blatty,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375168676i/179780._SY75_.jpg
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962i/16096824._SY75_.jpg
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.49,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460846511i/20613470._SY75_.jpg
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421510580i/24861._SY75_.jpg
Bleak House,Charles Dickens,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147i/31242._SY75_.jpg
"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117._SY75_.jpg
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128._SX50_.jpg
"Torment (Fallen, #2)",Lauren Kate,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152._SY75_.jpg
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431i/8709527._SY75_.jpg
Brideshead Revisited,Evelyn Waugh,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438579340i/30933._SY75_.jpg
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539i/43889._SY75_.jpg
North and South,Elizabeth Gaskell,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349633381i/156538._SY75_.jpg
The God Delusion,Richard Dawkins,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347220693i/14743._SY75_.jpg
Snow Crash,Neal Stephenson,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530057753i/40651883._SX50_.jpg
The Complete Poems of Emily Dickinson,Emily Dickinson,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549999503i/112204._SY75_.jpg
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682._SY75_.jpg
Vanity Fair,William Makepeace Thackeray,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344386439i/5797._SY75_.jpg
Quantum Roots II: Worm Holes,Kyle Keyes,4.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487896475i/34384161._SX50_.jpg
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327289387i/11901._SY75_.jpg
"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986944i/2800905._SY75_.jpg
Of Human Bondage,W. Somerset Maugham,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924695i/31548._SY75_.jpg
"Bared to You (Crossfire, #1)",Sylvia Day,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515._SY75_.jpg
Coraline,Neil Gaiman,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061._SY75_.jpg
World War Z: An Oral History of the Zombie War,Max Brooks,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg
Pet Sematary,Stephen King,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480069533i/33124137._SY75_.jpg
Johnny Got His Gun,Dalton Trumbo,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925458i/51606._SY75_.jpg
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016549i/6485421._SX50_.jpg
The War of the Worlds,H.G. Wells,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644i/8909._SY75_.jpg
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.65,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395407074i/49436._SY75_.jpg
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373855613i/1421990._SY75_.jpg
"Cry, the Beloved Country",Alan Paton,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344182368i/6150._SY75_.jpg
"Chocolat (Chocolat, #1)",Joanne Harris,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388674628i/47401._SY75_.jpg
Just Listen,Sarah Dessen,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358270741i/51738._SY75_.jpg
"Unwind (Unwind, #1)",Neal Shusterman,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347._SX50_.jpg
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439792475i/4268157._SX50_.jpg
The Woman in White,Wilkie Collins,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295661017i/5890._SY75_.jpg
The Truth About Forever,Sarah Dessen,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362767907i/51737._SY75_.jpg
"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848._SY75_.jpg
Are You My Mother?,P.D. Eastman,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084._SX50_.jpg
The Arabian Nights,Anonymous,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212809i/93101._SY75_.jpg
Cannery Row,John Steinbeck,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388188936i/4799._SX50_.jpg
"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558711679i/960._SY75_.jpg
Sarah's Key,Tatiana de Rosnay,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438863728i/556602._SX50_.jpg
Trainspotting,Irvine Welsh,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353033083i/135836._SY75_.jpg
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535._SY75_.jpg
The Polar Express,Chris Van Allsburg,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356707942i/420282._SX50_.jpg
Ishmael,Daniel Quinn,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529680413i/40611328._SY75_.jpg
Acheron (Dark-Hunter #14),Sherrilyn Kenyon,4.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437687512i/2299110._SY75_.jpg
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020._SY75_.jpg
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408152i/10637766._SY75_.jpg
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336655755i/11408650._SY75_.jpg
Lady Chatterley's Lover,D.H. Lawrence,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1215571713i/32049._SY75_.jpg
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339i/3777732._SY75_.jpg
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463384482i/1898._SX50_.jpg
"You Are Special (Wemmicksville, #1)",Max Lucado,4.46,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348346102i/56728._SX50_.jpg
"Swann's Way (In Search of Lost Time, #1)",Marcel Proust,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452956236i/12749._SY75_.jpg
Mistress Suffragette,Diana   Forbes,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489112488i/34521870._SY75_.jpg
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464206558i/15863832._SY75_.jpg
Much Ado About Nothing,William Shakespeare,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885569i/12957._SY75_.jpg
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305807140i/7747374._SY75_.jpg
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330728389i/179064._SY75_.jpg
Being and Time,Martin Heidegger,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298438455i/92307._SX50_.jpg
The Elephant Tree,R.D. Ronald,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327248026i/9293020._SY75_.jpg
Cutting for Stone,Abraham   Verghese,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553715166i/3591262._SX50_.jpg
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468561630i/140077._SY75_.jpg
Nine Stories,J.D. Salinger,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554892563i/4009._SY75_.jpg
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533054822i/41014505._SY75_.jpg
Invisible Monsters,Chuck Palahniuk,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508534066i/36236125._SX50_.jpg
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559209202i/77767._SX50_.jpg
The Glass Menagerie,Tennessee Williams,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391591003i/92517._SY75_.jpg
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210968i/84119._SX50_.jpg
"Sabriel (Abhorsen,  #1)",Garth Nix,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293655399i/518848._SY75_.jpg
The Last Lecture,Randy Pausch,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529682044i/40611510._SX50_.jpg
"The Elite (The Selection, #2)",Kiera Cass,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068._SY75_.jpg
I Capture the Castle,Dodie Smith,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385316083i/31122._SX50_.jpg
The Hours,Michael Cunningham,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479663379i/11899._SY75_.jpg
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327814035i/305234._SX50_.jpg
Twelfth Night,William Shakespeare,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561384026i/1625._SY75_.jpg
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392344536i/366522._SX50_.jpg
"World Without End (Kingsbridge, #2)",Ken Follett,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509545511i/5064._SY75_.jpg
"Hunted (House of Night, #5)",P.C. Cast,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438042897i/4134071._SY75_.jpg
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343178841i/10576365._SY75_.jpg
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443483961i/30868._SY75_.jpg
